,Flow,max_interpacket_interval,min_interpacket_interval,avg_interpacket_interval,sum_interpacket_interval,max_packet_length,min_packet_length,avg_packet_length,sum_packet_length,mode_packet_length,max_feature_mean_func_interpacket_interval_per_0.2,min_feature_mean_func_interpacket_interval_per_0.2,std_feature_mean_func_interpacket_interval_per_0.2,mean_feature_mean_func_interpacket_interval_per_0.2,max_feature_sum_func_interpacket_interval_per_0.2,min_feature_sum_func_interpacket_interval_per_0.2,std_feature_sum_func_interpacket_interval_per_0.2,mean_feature_sum_func_interpacket_interval_per_0.2,max_feature_mean_func_interpacket_interval_per_0.05,min_feature_mean_func_interpacket_interval_per_0.05,std_feature_mean_func_interpacket_interval_per_0.05,mean_feature_mean_func_interpacket_interval_per_0.05,max_feature_sum_func_interpacket_interval_per_0.05,min_feature_sum_func_interpacket_interval_per_0.05,std_feature_sum_func_interpacket_interval_per_0.05,mean_feature_sum_func_interpacket_interval_per_0.05,max_feature_mean_func_packet_length_per_0.2,min_feature_mean_func_packet_length_per_0.2,std_feature_mean_func_packet_length_per_0.2,mean_feature_mean_func_packet_length_per_0.2,max_feature_sum_func_packet_length_per_0.2,min_feature_sum_func_packet_length_per_0.2,std_feature_sum_func_packet_length_per_0.2,mean_feature_sum_func_packet_length_per_0.2,max_feature_mean_func_packet_length_per_0.05,min_feature_mean_func_packet_length_per_0.05,std_feature_mean_func_packet_length_per_0.05,mean_feature_mean_func_packet_length_per_0.05,max_feature_sum_func_packet_length_per_0.05,min_feature_sum_func_packet_length_per_0.05,std_feature_sum_func_packet_length_per_0.05,mean_feature_sum_func_packet_length_per_0.05,max_feature_packet_number_per_0.2,min_feature_packet_number_per_0.2,std_feature_packet_number_per_0.2,mean_feature_packet_number_per_0.2,label
20,192.168.1.78:53217<-->37.9.116.79:443,0.012212038040161133,0.0,0.0012466986974080405,0.03740096092224121,1464,66,545.4193548387096,16908,66,0.029588905970255534,0.029588905970255534,0.0,0.029588905970255534,0.887667179107666,0.887667179107666,0.0,0.887667179107666,0.029588905970255534,0.029588905970255534,0.0,0.029588905970255534,0.887667179107666,0.887667179107666,0.0,0.887667179107666,545.4193548387096,545.4193548387096,0.0,545.4193548387096,16908,16908,0.0,16908.0,545.4193548387096,545.4193548387096,0.0,545.4193548387096,16908,16908,0.0,16908.0,31,31,0.0,31.0,normal
21,193.22.151.86:443<-->192.168.1.78:53145,0.010881900787353516,0.0,0.0009473641713460286,0.02842092514038086,1464,66,591.741935483871,18344,66,0.021747835477193198,0.021747835477193198,0.0,0.021747835477193198,0.6524350643157959,0.6524350643157959,0.0,0.6524350643157959,0.021747835477193198,0.021747835477193198,0.0,0.021747835477193198,0.6524350643157959,0.6524350643157959,0.0,0.6524350643157959,591.741935483871,591.741935483871,0.0,591.741935483871,18344,18344,0.0,18344.0,591.741935483871,591.741935483871,0.0,591.741935483871,18344,18344,0.0,18344.0,31,31,0.0,31.0,normal
22,192.168.1.78:57833<-->172.224.48.15:443,0.03725600242614746,9.5367431640625e-07,0.004442636171976725,0.13327908515930176,1392,73,434.7741935483871,13478,73,0.08179523150126139,0.08179523150126139,0.0,0.08179523150126139,2.453856945037842,2.453856945037842,0.0,2.453856945037842,0.039862364530563354,0.00034236907958984375,0.016412067708855234,0.01797504927597794,0.31889891624450684,0.0010271072387695312,0.13429024475838874,0.18439102172851562,434.7741935483871,434.7741935483871,0.0,434.7741935483871,13478,13478,0.0,13478.0,731.6666666666666,73.0,287.81170971125124,329.77777777777777,6585,219,2615.9294502889197,3191.3333333333335,31,31,0.0,31.0,normal
23,192.168.1.78:53765<-->87.250.247.182:443,0.01025080680847168,0.0,0.001149463653564453,0.034483909606933594,1274,66,428.83870967741933,13294,66,0.026421308517456055,0.026421308517456055,0.0,0.026421308517456055,0.7926392555236816,0.7926392555236816,0.0,0.7926392555236816,0.026421308517456055,0.026421308517456055,0.0,0.026421308517456055,0.7926392555236816,0.7926392555236816,0.0,0.7926392555236816,428.83870967741933,428.83870967741933,0.0,428.83870967741933,13294,13294,0.0,13294.0,428.83870967741933,428.83870967741933,0.0,428.83870967741933,13294,13294,0.0,13294.0,31,31,0.0,31.0,normal
24,192.168.1.78:53422<-->188.114.98.233:443,120.84364700317383,9.5367431640625e-07,4.04004103342692,121.20123100280762,1514,66,397.7741935483871,12331,66,0.11987864054166354,0.011270582675933838,0.04674302707363213,0.055111369414207266,1.558422327041626,0.0901646614074707,0.6739150243128984,0.6065038045247396,0.0236512025197347,0.0006945133209228516,0.008131100335189042,0.007308426830503675,0.0901646614074707,0.0013890266418457031,0.03589152735095453,0.03061966101328532,509.54545454545456,76.5,191.22625275248942,344.5627705627706,6267,459,2595.9888717446806,4110.333333333333,629.2,66.0,218.51344203142858,337.2925925925926,4829,198,1696.8314998516764,1912.8333333333333,14,6,3.2998316455372216,10.333333333333334,normal
25,192.168.1.78:52270<-->93.158.134.119:443,6.935506820678711,1.9073486328125e-06,0.3411000967025757,10.23300290107727,355,66,175.96774193548387,5455,66,0.039309120178222655,0.019635253482394747,0.007505967167572723,0.027081338895691767,0.19654560089111328,0.09029412269592285,0.040922060562544466,0.1493985652923584,0.029238780339558918,0.019635253482394747,0.0037128545236945745,0.02456375393602583,0.17671728134155273,0.08771634101867676,0.0364669783408262,0.12219125032424927,203.33333333333334,105.0,41.12436676310855,175.87500000000003,1220,1155,30.581857366746057,1186.5,247.25,105.0,51.61110503752506,187.10416666666669,1220,989,85.63695172062117,1130.25,13,6,3.031088913245535,7.75,normal
26,192.168.1.78:53774<-->87.250.247.182:443,60.022204875946045,0.0,2.0023033062616986,60.06909918785095,1274,66,261.61290322580646,8110,66,0.028077433506647747,0.00010042190551757812,0.013988505800565085,0.014088927706082662,0.6738584041595459,0.0005021095275878906,0.336678147315979,0.3371802568435669,0.028077433506647747,0.00010042190551757812,0.013988505800565085,0.014088927706082662,0.6738584041595459,0.0005021095275878906,0.336678147315979,0.3371802568435669,174.04545454545453,76.5,48.772727272727266,125.27272727272727,3829,459,1685.0,2144.0,174.04545454545453,76.5,48.772727272727266,125.27272727272727,3829,459,1685.0,2144.0,25,6,9.5,15.5,normal
27,192.168.1.78:53653<-->172.64.148.171:443,120.43227910995483,0.0,4.308748926435198,120.64496994018555,1514,66,323.2068965517241,9373,66,0.08927067518234252,0.019063949584960938,0.03510336279869079,0.05416731238365173,1.7854135036468506,0.11438369750976562,0.8355149030685425,0.9498986005783081,0.028910160064697266,0.005563527345657349,0.008921592510229434,0.019752470155556996,0.20237112045288086,0.04450821876525879,0.059091674967854606,0.10941994190216064,229.6315789473684,70.0,79.8157894736842,149.81578947368422,4363,420,1971.5,2391.5,585.125,70.0,209.82344388596493,239.54166666666666,4681,218,1782.4683026634723,1790.5,22,7,7.5,14.5,normal
28,212.124.96.19:443<-->192.168.1.78:53790,0.16506290435791016,0.0,0.020833929379781086,0.6250178813934326,1514,66,790.0322580645161,24491,1514,0.15168031056722006,6.4373016357421875e-06,0.07138126344477401,0.050732379007821134,0.45504093170166016,5.793571472167969e-05,0.2131834666918529,0.15357104937235513,0.00036203861236572266,6.4373016357421875e-06,0.00014443995757506772,0.000252765417098999,0.0034813880920410156,5.793571472167969e-05,0.0013330708846245305,0.00121307373046875,1514.0,72.66666666666667,598.5105991408595,715.9555555555556,15140,218,6101.833677036946,7925.333333333333,1514.0,241.0,509.30712056239264,669.75,15140,723,5912.137362029066,6070.25,15,4,4.642796092394707,10.333333333333334,normal
29,192.168.1.78:53799<-->17.248.236.65:443,0.05276203155517578,9.5367431640625e-07,0.005727330843607585,0.17181992530822754,1514,66,380.741935483871,11803,66,0.12548700968424478,0.12548700968424478,0.0,0.12548700968424478,3.7646102905273438,3.7646102905273438,0.0,3.7646102905273438,0.048584938049316406,0.004964329979636453,0.020245472146300243,0.019964608279141514,0.14575481414794922,0.05460762977600098,0.03759387673000902,0.09639541308085124,140.28,140.28,0.0,140.28,3507,3507,0.0,3507.0,633.9333333333333,72.66666666666667,262.4343995631557,262.8333333333333,9509,218,4245.258557758552,3515.3333333333335,31,31,0.0,31.0,normal
